금연구역명,금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,소재지도로명주소,관리기관명,위도,경도,데이터기준일자
비울채울,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로 8길 77 (영등동,(1층))",전라북도 익산시,35.952928,126.977625,2022-03-09
비원궁,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 하나로 230 (신흥동),전라북도 익산시,35.9416229,126.9851582,2022-03-09
비응수산,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 동서로 155 (모현동1가,(1층))",전라북도 익산시,35.955626,126.951783,2022-03-09
비젼다방,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 평동로 671 (인화동2가),전라북도 익산시,35.93110157,126.953397,2022-03-09
여기에 오면,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 고봉로 8길 107-1 (어양동),전라북도 익산시,35.953081,126.980865,2022-03-09
부담없는집,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 여산면 서촌2길 26, 1층",전라북도 익산시,36.058641,127.0829861,2022-03-09
빈스리치(신동어울림점),시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 인북로 2길 3, 1층 (신동)",전라북도 익산시,35.958611,126.961731,2022-03-09
빈스리치(전국총판),시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 배산로 길 34, 1층 (모현동1가)",전라북도 익산시,35.947663,126.936675,2022-03-09
빈앤빈,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 배산로 159 (모현동1가),전라북도 익산시,35.951906,126.940926,2022-03-09
빈앤빈,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 익산대로 0길 42-1 (신동),전라북도 익산시,35.963012,126.957678,2022-03-09
빈앤빈(제일점),시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로 6길 16 (영등동,(1층))",전라북도 익산시,35.953826,126.971261,2022-03-09
빚은 익산영등점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로 4길 35 (영등동,영등3차제일아파트)",전라북도 익산시,35.961019,126.974899,2022-03-09
빠리팡스제과점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 동천로 길 27 (동산동, 세경2차A상가A동 109,110호)",전라북도 익산시,35.931621,126.966655,2022-03-09
빠리포차,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 동서로 9길 67-1, 지하1층 (신동)",전라북도 익산시,35.960205,126.957519,2022-03-09
빨강포차,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 익산대로 길 36, 1층 (인화동1가)",전라북도 익산시,35.931057,126.947734,2022-03-09
빵곰언니와호두파이공장,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로 4길 25, 1층 (영등동)",전라북도 익산시,35.954851,126.971362,2022-03-09
빵굽는나라,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 동천로 길 51, 112동 104층 (동산동, 비사벌A상가 )",전라북도 익산시,35.933066,126.966779,2022-03-09
빵굽는아빠,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 부송로 83-1, 1층 (부송동)",전라북도 익산시,35.959055,126.990166,2022-03-09
빵끗왕만두,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 무왕로 6길 6, 1층 (부송동)",전라북도 익산시,35.960202,126.997731,2022-03-09
빵마니제과점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 동천로 길 33 (동산동,(1층))",전라북도 익산시,35.932166,126.969262,2022-03-09
빵사랑,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 인북로 265 (남중동,(1층))",전라북도 익산시,35.95211677,126.958315,2022-03-09
빵세상,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 부송1로 69 (부송동),전라북도 익산시,35.957928,126.9898683,2022-03-09
빵세상,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 고현로 111 (모현동1가),전라북도 익산시,35.947083,126.943652,2022-03-09
빽다방 원광대점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 무왕로 길 4 (신동),전라북도 익산시,35.963703,126.957382,2022-03-09
빽다방익산영등제일점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로 0길 4, 1층 (영등동)",전라북도 익산시,35.956243,126.970854,2022-03-09
뻥다방,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 평동로 길 66 (갈산동),전라북도 익산시,35.937441,126.951305,2022-03-09
뽀빠이냉면,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 인북로 6길 47 (영등동,(1층))",전라북도 익산시,35.951295,126.965827,2022-03-09
뽀뽀다방,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 함열읍 와리3길 64,전라북도 익산시,36.081128,126.9638908,2022-03-09
뽕뜨락피자(모현점),시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 선화로 25-13, 상가동 1층 107호 (모현동1가)",전라북도 익산시,35.951585,126.936356,2022-03-09
뽕뜨락피자(부송점),시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 부송로 109, 1층 (부송동)",전라북도 익산시,35.96131982,126.989794,2022-03-09
뽕뜨락피자(영등점),시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 하나로 3길 25 (영등동),전라북도 익산시,35.93368968,126.9774451,2022-03-09
생생굴칼국수,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 하나로 길 11-1 (어양동,(1층))",전라북도 익산시,35.960449,126.982369,2022-03-09
생협스토어 익산 영등점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 무왕로 1길 18-1 (영등동),전라북도 익산시,35.960265,126.975394,2022-03-09
샤넬다방,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 선화로 46 (남중동),전라북도 익산시,35.944669,126.957372,2022-03-09
샤넬커피앤호프,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 하나로 길 20 (어양동,(2층))",전라북도 익산시,35.958046,126.979884,2022-03-09
샤론레스토랑,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 부송로 길 17 (어양동),전라북도 익산시,35.955745,126.988917,2022-03-09
샤브쌈주머니(모현점),시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 선화로 31-8, 2층 (모현동1가)",전라북도 익산시,35.952029,126.939603,2022-03-09
샤브한쌈(익산점),시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로 315, 2층 (영등동)",전라북도 익산시,35.96024606,126.9709164,2022-03-09
샤브홀리,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로 8길 28 (영등동,(106, 107호))",전라북도 익산시,35.952225,126.971811,2022-03-09
샵 다방,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 동서로 340 (영등동),전라북도 익산시,35.95011975,126.971081,2022-03-09
샹떼,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 무왕로 1133, 5층 (어양동, 베스트빌딩)",전라북도 익산시,35.959001,126.982507,2022-03-09
샹하이 반점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 배산로 길 56 (모현동1가),전라북도 익산시,35.945885,126.935968,2022-03-09
서가앤쿡,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로 2길 34, 2층 (영등동)",전라북도 익산시,35.959451,126.974857,2022-03-09
서동 익산역점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 익산대로 153, 3층 (창인동2가)",전라북도 익산시,35.94186712,126.9473079,2022-03-09
서동가,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 부송1로 길 25 (부송동),전라북도 익산시,35.958876,126.989088,2022-03-09
서동고을,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 금마면 고도9길 27-1 ((1층)),전라북도 익산시,35.99837827,127.0614958,2022-03-09
서동요,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 무왕로 6길 39, 1층 (영등동)",전라북도 익산시,35.9587109,126.9621588,2022-03-09
서동주막,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 궁동로 길 10 (부송동),전라북도 익산시,35.962366,126.990634,2022-03-09
서부 생선가,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 배산로 191 (모현동2가,, 296-36(1층))",전라북도 익산시,35.95481722,126.941788,2022-03-09
서여사곰탕,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 서동로 1길 13 (주현동),전라북도 익산시,35.93303179,126.9575358,2022-03-09
서여사네막회집,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 인북로 2길 69, 1층 (영등동)",전라북도 익산시,35.947367,126.964286,2022-03-09
서울 연탄불 곱창,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 부송1로 55 (부송동),전라북도 익산시,35.957609,126.9882692,2022-03-09
서울 왕순대,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 함열읍 함열중앙로 69 ((1층)),전라북도 익산시,36.077931,126.964998,2022-03-09
서울가든,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 서동로 445 (신흥동,(1층))",전라북도 익산시,35.94222473,126.997055,2022-03-09
서울가든,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 신동로 154 (신동,(1층))",전라북도 익산시,35.9596103,126.966892,2022-03-09
삼기반점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 삼기면 황금로 506 ((1층)),전라북도 익산시,36.02013368,126.983091,2022-03-09
상큼다방,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 중앙로 12-249 (중앙동2가),전라북도 익산시,35.937973,126.9478077,2022-03-09
신 참면,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 서동로 길 14-22, 1층 (동산동)",전라북도 익산시,35.931448,126.960353,2022-03-09
신 참스민,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 황등면 황등로 87 ((1층)),전라북도 익산시,35.99974338,126.944586,2022-03-09
신가네 한우   돈,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 선화로 25, 1층 (모현동1가)",전라북도 익산시,35.948335,126.935104,2022-03-09
신군산식당,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 동서로 길 27, 1층 (신동)",전라북도 익산시,35.957982,126.956756,2022-03-09
신동양,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 평동로 1길 60 (갈산동,(1층))",전라북도 익산시,35.936482,126.952732,2022-03-09
신동주물럭백반,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 동서로 1길 30 (신동,(1층))",전라북도 익산시,35.959492,126.957879,2022-03-09
신떡,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 동서로 9길 78 (신동),전라북도 익산시,35.960881,126.958177,2022-03-09
신라생선회,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 서동로 8길 26 (동산동,(1층))",전라북도 익산시,35.9321539,126.9613247,2022-03-09
신라의달밤,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 서동로 104 (동산동,(1필지1층))",전라북도 익산시,35.9340214,126.963143,2022-03-09
신마포갈매기,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 무왕로 길 21 (신동,(1층))",전라북도 익산시,35.961909,126.956879,2022-03-09
신막식당,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 여산면 서촌2길 8 ((1층)),전라북도 익산시,36.058966,127.083991,2022-03-09
신미소다방,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 익산대로 428 (신동),전라북도 익산시,35.96412681,126.953771,2022-03-09
신미인다방,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 익산대로 2길 20 (신동),전라북도 익산시,35.959179,126.960272,2022-03-09
신민지식당,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 선화로 길 29-1 (남중동,(1층))",전라북도 익산시,35.948379,126.954111,2022-03-09
신사임당회관,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 중앙로 22-253 (중앙동3가,, 120-11(1층))",전라북도 익산시,35.93766115,126.9497044,2022-03-09
신생반점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 중앙로 12-47 (중앙동2가),전라북도 익산시,35.93860495,126.948029,2022-03-09
신세계다방,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 익산대로 226-1 (남중동,479-11)",전라북도 익산시,35.946118,126.9498676,2022-03-09
신신관,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 용안면 현내로 402 ((1층)),전라북도 익산시,36.1181251,126.9540726,2022-03-09
신오고파다방,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 익산대로 0길 33 (중앙동3가),전라북도 익산시,35.936077,126.949526,2022-03-09
신오징어 보쌈,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 익산대로 0길 43 (신동,(2층))",전라북도 익산시,35.963091,126.957956,2022-03-09
신용가든,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 금마면 미륵사지로 252 ((1층)),전라북도 익산시,36.00631794,127.039394,2022-03-09
신일기사식당,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 금마면 궁성로 826 (외2필지(1층)),전라북도 익산시,35.98591216,127.0534133,2022-03-09
신전떡볶이(원대점),시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 동서로 9길 92, 1층 (신동)",전라북도 익산시,35.962095,126.958387,2022-03-09
엔제리너스커피,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 익산대로 460 병동2관 1층,전라북도 익산시,35.963723,126.958891,2022-03-09
엔제리너스커피 익산모현점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 선화로 31-3 (모현동1가),전라북도 익산시,35.951505,126.939996,2022-03-09
엔제리너스커피원광대학로점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 동서로 9길 91, 2층 (신동)",전라북도 익산시,35.962416,126.957938,2022-03-09
여명막국수,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 선화로 45-79 (모현동1가,(1층))",전라북도 익산시,35.948777,126.946628,2022-03-09
여백,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로 0길 27-1 (영등동,(1층))",전라북도 익산시,35.955551,126.970472,2022-03-09
여보게친구 차나한잔먹음세,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로 2길 41 (영등동,(2층))",전라북도 익산시,35.959868,126.975747,2022-03-09
여산기사식당,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 여산면 가람로 379,전라북도 익산시,36.05874248,127.0845624,2022-03-09
여산백제가든,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 여산면 서촌2길 14 ((1층)),전라북도 익산시,36.05951111,127.083484,2022-03-09
여산초원가든,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 여산면 여산동촌길 12,전라북도 익산시,36.057227,127.0864545,2022-03-09
여산큰마루,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 여산면 호반로 386-72,전라북도 익산시,36.024051,127.094433,2022-03-09
여산통닭 찻집,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 여산면 가람로 365-1,전라북도 익산시,36.05771119,127.0849786,2022-03-09
여왕벌,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로 6길 12 (영등동,(1층))",전라북도 익산시,35.953962,126.970745,2022-03-09
여우다방,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 고봉로 249-3 (영등동),전라북도 익산시,35.954239,126.969363,2022-03-09
여운,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 익산대로 0길 35 (남중동,(1층))",전라북도 익산시,35.950287,126.955494,2022-03-09
여자말을잘듣자,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 함열읍 익산대로 1780, 1층",전라북도 익산시,36.07683834,126.9678228,2022-03-09
역전OB강,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 서동로 102-7, 1동 1층 110호 (동산동, 제일아파트상가)",전라북도 익산시,35.93354194,126.9631513,2022-03-09
역전음식점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 춘포면 석탄길 321,전라북도 익산시,35.899871,126.994723,2022-03-09
역전할머니맥주,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 부송로 79, 1층 (부송동)",전라북도 익산시,35.958511,126.990245,2022-03-09
연다방,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 인북로 4길 6 (신동),전라북도 익산시,35.959515,126.962254,2022-03-09
연리지 웨딩 컨벤션,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 배산로 188 (모현동1가,(1,2,3층))",전라북도 익산시,35.95371462,126.9428751,2022-03-09
연방죽 가든,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 금마면 무왕로 1789 ((1층)),전라북도 익산시,35.98421072,127.0443372,2022-03-09
연순네식당,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 익산대로 2길 42 (남중동),전라북도 익산시,35.9309105,126.9484186,2022-03-09
연씨네해물칼국수,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 황등면 황등로 178 ((1층)),전라북도 익산시,36.007736,126.944287,2022-03-09
연어판다,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 무왕로 1078 (영등동),전라북도 익산시,35.958226,126.976385,2022-03-09
솜리뼈다귀탕,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 중앙로 130 (마동,(1층))",전라북도 익산시,35.936624,126.9606941,2022-03-09
솜리뼈다귀탕(영등점),시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로 0길 70 (영등동,(1층))",전라북도 익산시,35.955262,126.977876,2022-03-09
솜리춘천닭갈비,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 하나로 455-1 (영등동),전라북도 익산시,35.961064,126.980797,2022-03-09
솜리커피,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 익산대로 6길 18-1, 1층 (중앙동1가)",전라북도 익산시,35.9340982,126.9468387,2022-03-09
솜리통닭치킨,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 인북로 0길 23 (주현동),전라북도 익산시,35.932797,126.953094,2022-03-09
이마트 중화요리,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 평동로 705 (동산동,1층(이마트 내))",전라북도 익산시,35.93059493,126.9578558,2022-03-09
이마트 튀김류,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 평동로 705 (동산동,1층(이마트 내))",전라북도 익산시,35.93059493,126.9578558,2022-03-09
이마트 회,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 평동로 705 (동산동,1층(이마트 내))",전라북도 익산시,35.93059493,126.9578558,2022-03-09
이마트초밥,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 평동로 705 (동산동,(1층))",전라북도 익산시,35.93059493,126.9578558,2022-03-09
"이마트치킨, 꼬치구이",시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 평동로 705 (동산동,1층(이마트 내))",전라북도 익산시,35.93059493,126.9578558,2022-03-09
이명래베이커리,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 동서로 1길 25 (어양동,(1층))",전라북도 익산시,35.953621,126.981033,2022-03-09
이모네 꼬마김밥(동산점),시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 동천로 길 41 (동산동,(1층))",전라북도 익산시,35.932421,126.968767,2022-03-09
이모네 해물파전,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 익산대로 4길 91 (신동,(지하1층))",전라북도 익산시,35.962637,126.957572,2022-03-09
전통국수,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 중앙로 길 26-53 (창인동1가,(1층))",전라북도 익산시,35.941006,126.952426,2022-03-09
전통레스토랑,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 오산면 무왕로 길 332 ((2층)),전라북도 익산시,35.949242,126.930622,2022-03-09
전통순대,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 동서로 9길 4 (영등동),전라북도 익산시,35.954166,126.976184,2022-03-09
전통승주순대,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 중앙로 길 24-7 (창인동1가),전라북도 익산시,35.941615,126.949375,2022-03-09
전통엄마순두부,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 금마면 용순신기길 40 ((1층)),전라북도 익산시,36.00897245,127.0349149,2022-03-09
전통장수국수,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 배산로 199 (모현동2가,(1층))",전라북도 익산시,35.95560343,126.9424747,2022-03-09
전통추어탕,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 인북로 131-22 (창인동1가),전라북도 익산시,35.941182,126.9529117,2022-03-09
젊음의광장,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 서동로 길 43 (동산동,(1층))",전라북도 익산시,35.932929,126.963046,2022-03-09
접속다방,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 서동로 1길 10 (마동),전라북도 익산시,35.9327144,126.9578808,2022-03-09
정,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로 4길 6-1 (영등동,(1층))",전라북도 익산시,35.953295,126.971051,2022-03-09
정가네식당,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 무왕로 1422 (팔봉동,(1층))",전라북도 익산시,35.965966,127.0126789,2022-03-09
정다운가든,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 함열읍 함열1길 24,전라북도 익산시,36.077832,126.958756,2022-03-09
정다함돈가스,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 무왕로 2길 41, 상가동 1층 104호 (어양동, 우미A)",전라북도 익산시,35.955519,126.988001,2022-03-09
정드림식당,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 중앙로 길 50 (남중동),전라북도 익산시,35.943792,126.949549,2022-03-09
정든다방,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 중앙로 171 (마동),전라북도 익산시,35.936141,126.965362,2022-03-09
정문식당,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 황등면 후정2길 4,전라북도 익산시,36.02519724,126.9479846,2022-03-09
정미네오리꿀꿀,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 동서로 5길 23-18 (영등동),전라북도 익산시,35.952404,126.978735,2022-03-09
화산,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 학곤로 75 (송학동),전라북도 익산시,35.93704647,126.9380686,2022-03-09
화산가든,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 망성면 나바위길 73-9,전라북도 익산시,36.13831029,127.0003044,2022-03-09
화산식당참붕어찜,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 하나로 1길 38 (영등동,(1층))",전라북도 익산시,35.959251,126.977429,2022-03-09
화성반점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 서동로 길 5 (동산동,(1층))",전라북도 익산시,35.932158,126.959475,2022-03-09
화성호프,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 주현로 21 (주현동,(1층))",전라북도 익산시,35.93239293,126.955437,2022-03-09
화수분치킨,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로 190-10, 라인아파트상가동 1층 108-110호 (영등동)",전라북도 익산시,35.94869876,126.9684911,2022-03-09
화신반점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 주현로 32 (주현동,(1층))",전라북도 익산시,35.933106,126.956192,2022-03-09
화심생두부,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 평동로 744 (동산동,(1층))",전라북도 익산시,35.9281047,126.9605963,2022-03-09
화심생발효콩두부(원대점),시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 무왕로 924-1, 1층 (신동)",전라북도 익산시,35.9625937,126.9610513,2022-03-09
화심순두부(익산점),시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로 314-1 (영등동,(1층))",전라북도 익산시,35.960007,126.9714882,2022-03-09
화영이네,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 금마면 미륵사지로 길 26-1, 1층",전라북도 익산시,35.991936,127.054043,2022-03-09
화원반점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 인북로 길 50 (인화동2가,(1층,2층,3층))",전라북도 익산시,35.929599,126.954981,2022-03-09
화정식당,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 황등면 황등7길 39,전라북도 익산시,36.005914,126.946885,2022-03-09
꼬마별어린이집,시설전체,전라북도,익산시,어린이집,국민건강증진법제9조,"전라북도 익산시 동서로 1길 34 206동 104호(어양동, 부영2차아파트)",전라북도 익산시,35.954581,126.981872,2022-03-09
해다미어린이집,시설전체,전라북도,익산시,어린이집,국민건강증진법제9조,"전라북도 익산시 동서로 1길 34 207동 108호(어양동, 부영2차아파트)",전라북도 익산시,35.954581,126.981872,2022-03-09
해피트리어린이집,시설전체,전라북도,익산시,어린이집,국민건강증진법제9조,"전라북도 익산시 무왕로 0길 33 102동 108호(어양동, 현대아파트)",전라북도 익산시,35.955114,126.980263,2022-03-09
광전자어린이집,시설전체,전라북도,익산시,어린이집,국민건강증진법제9조,전라북도 익산시 약촌로 길 37 광전자 제6공장,전라북도 익산시,35.949356,126.979506,2022-03-09
사회복지법인여산어린이집,시설전체,전라북도,익산시,어린이집,국민건강증진법제9조,전라북도 익산시 여산면 동헌길 34,전라북도 익산시,36.06094884,127.0854885,2022-03-09
푸른마을어린이집,시설전체,전라북도,익산시,어린이집,국민건강증진법제9조,전라북도 익산시 여산면 북성길 42,전라북도 익산시,36.06420728,127.0679228,2022-03-09
